event_id,session_id,seat_id,track_id,t_start,t_end,frame_start,frame_end,rule,points,score_after,confidence,severity,reason,clip_path,thumb_path
evt_0001,sess_20260823_022927,S01,1,9.67,9.67,116,116,motion_spurt,20.0,20.0,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 30.0%, Velocity: 0.0px/s)",,
evt_0002,sess_20260823_022927,S01,1,9.75,9.75,117,117,motion_spurt,20.0,39.9,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 34.9%, Velocity: 0.0px/s)",,
evt_0003,sess_20260823_022927,S01,1,9.83,9.83,118,118,motion_spurt,20.0,59.8,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 36.6%, Velocity: 0.0px/s)",,
evt_0004,sess_20260823_022927,S01,1,9.92,9.92,119,119,motion_spurt,20.0,79.6,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 37.2%, Velocity: 0.0px/s)",,
evt_0005,sess_20260823_022927,S01,1,10.0,10.0,120,120,motion_spurt,20.0,99.5,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 38.7%, Velocity: 0.0px/s)",,
evt_0006,sess_20260823_022927,S01,1,10.08,10.08,121,121,motion_spurt,20.0,119.4,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 39.3%, Velocity: 0.0px/s)",/api/clips/evt_0006,/api/thumbs/evt_0006
evt_0007,sess_20260823_022927,S01,1,10.17,10.17,122,122,motion_spurt,20.0,139.2,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 38.3%, Velocity: 0.0px/s)",/api/clips/evt_0007,/api/thumbs/evt_0007
evt_0008,sess_20260823_022927,S01,1,10.25,10.25,123,123,motion_spurt,20.0,159.1,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 38.0%, Velocity: 0.0px/s)",/api/clips/evt_0008,/api/thumbs/evt_0008
evt_0009,sess_20260823_022927,S01,1,10.33,10.33,124,124,motion_spurt,20.0,179.0,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 36.8%, Velocity: 0.0px/s)",/api/clips/evt_0009,/api/thumbs/evt_0009
evt_0010,sess_20260823_022927,S01,1,10.42,10.42,125,125,motion_spurt,20.0,198.9,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 35.8%, Velocity: 0.0px/s)",/api/clips/evt_0010,/api/thumbs/evt_0010
evt_0011,sess_20260823_022927,S01,1,10.5,10.5,126,126,motion_spurt,20.0,218.8,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 35.2%, Velocity: 0.0px/s)",/api/clips/evt_0011,/api/thumbs/evt_0011
evt_0012,sess_20260823_022927,S01,1,10.58,10.58,127,127,motion_spurt,20.0,238.6,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 34.3%, Velocity: 0.0px/s)",/api/clips/evt_0012,/api/thumbs/evt_0012
evt_0013,sess_20260823_022927,S01,1,10.67,10.67,128,128,motion_spurt,20.0,258.5,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 33.2%, Velocity: 0.0px/s)",/api/clips/evt_0013,/api/thumbs/evt_0013
evt_0014,sess_20260823_022927,S01,1,10.75,10.75,129,129,motion_spurt,20.0,278.4,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 31.8%, Velocity: 0.0px/s)",/api/clips/evt_0014,/api/thumbs/evt_0014
evt_0015,sess_20260823_022927,S01,1,10.83,10.83,130,130,motion_spurt,20.0,298.2,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 31.1%, Velocity: 0.0px/s)",/api/clips/evt_0015,/api/thumbs/evt_0015
evt_0016,sess_20260823_022927,S01,1,10.92,10.92,131,131,motion_spurt,20.0,318.1,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 30.9%, Velocity: 0.0px/s)",/api/clips/evt_0016,/api/thumbs/evt_0016
evt_0017,sess_20260823_022927,S01,1,11.0,11.0,132,132,motion_spurt,20.0,338.0,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 30.1%, Velocity: 0.0px/s)",/api/clips/evt_0017,/api/thumbs/evt_0017
evt_0018,sess_20260823_022927,S01,1,11.08,11.08,133,133,motion_spurt,20.0,357.9,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 30.1%, Velocity: 0.0px/s)",/api/clips/evt_0018,/api/thumbs/evt_0018
evt_0019,sess_20260823_022927,S01,1,11.17,11.17,134,134,motion_spurt,20.0,377.8,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 30.3%, Velocity: 0.0px/s)",/api/clips/evt_0019,/api/thumbs/evt_0019
evt_0020,sess_20260823_022927,S01,1,11.33,11.33,136,136,motion_spurt,20.0,397.5,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 31.3%, Velocity: 0.0px/s)",/api/clips/evt_0020,/api/thumbs/evt_0020
evt_0021,sess_20260823_022927,S01,1,11.42,11.42,137,137,motion_spurt,20.0,417.4,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 32.4%, Velocity: 0.0px/s)",/api/clips/evt_0021,/api/thumbs/evt_0021
evt_0022,sess_20260823_022927,S01,1,11.5,11.5,138,138,motion_spurt,20.0,437.2,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 33.6%, Velocity: 0.0px/s)",/api/clips/evt_0022,/api/thumbs/evt_0022
evt_0023,sess_20260823_022927,S01,1,11.58,11.58,139,139,motion_spurt,20.0,457.1,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 35.1%, Velocity: 0.0px/s)",/api/clips/evt_0023,/api/thumbs/evt_0023
evt_0024,sess_20260823_022927,S01,1,11.67,11.67,140,140,motion_spurt,20.0,477.0,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 35.1%, Velocity: 0.0px/s)",/api/clips/evt_0024,/api/thumbs/evt_0024
evt_0025,sess_20260823_022927,S01,1,11.75,11.75,141,141,motion_spurt,20.0,496.9,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 37.2%, Velocity: 0.0px/s)",/api/clips/evt_0025,/api/thumbs/evt_0025
evt_0026,sess_20260823_022927,S01,1,11.83,11.83,142,142,motion_spurt,20.0,516.8,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 37.5%, Velocity: 0.0px/s)",/api/clips/evt_0026,/api/thumbs/evt_0026
evt_0027,sess_20260823_022927,S01,1,11.92,11.92,143,143,motion_spurt,20.0,536.6,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 38.7%, Velocity: 0.0px/s)",/api/clips/evt_0027,/api/thumbs/evt_0027
evt_0028,sess_20260823_022927,S01,1,12.0,12.0,144,144,motion_spurt,20.0,556.5,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 39.8%, Velocity: 0.0px/s)",/api/clips/evt_0028,/api/thumbs/evt_0028
evt_0029,sess_20260823_022927,S01,1,12.08,12.08,145,145,motion_spurt,20.0,576.4,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 40.2%, Velocity: 0.0px/s)",/api/clips/evt_0029,/api/thumbs/evt_0029
evt_0030,sess_20260823_022927,S01,1,12.17,12.17,146,146,motion_spurt,20.0,596.2,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 40.4%, Velocity: 0.0px/s)",/api/clips/evt_0030,/api/thumbs/evt_0030
evt_0031,sess_20260823_022927,S01,1,11.25,12.25,122,147,head_turn,10.0,606.1,0.63,critical,"Head turned left, 2.5 deviations from own baseline, held 1.0s",/api/clips/evt_0031,/api/thumbs/evt_0031
evt_0032,sess_20260823_022927,S01,1,12.25,12.25,147,147,motion_spurt,20.0,626.1,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 40.5%, Velocity: 0.0px/s)",/api/clips/evt_0032,/api/thumbs/evt_0032
evt_0033,sess_20260823_022927,S01,1,12.33,12.33,148,148,motion_spurt,20.0,646.0,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 41.7%, Velocity: 0.0px/s)",/api/clips/evt_0033,/api/thumbs/evt_0033
evt_0034,sess_20260823_022927,S01,1,12.42,12.42,149,149,motion_spurt,20.0,665.9,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 41.5%, Velocity: 0.0px/s)",/api/clips/evt_0034,/api/thumbs/evt_0034
evt_0035,sess_20260823_022927,S01,1,12.5,12.5,150,150,motion_spurt,20.0,685.8,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 41.5%, Velocity: 0.0px/s)",/api/clips/evt_0035,/api/thumbs/evt_0035
evt_0036,sess_20260823_022927,S01,1,12.58,12.58,151,151,motion_spurt,20.0,705.6,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 41.4%, Velocity: 0.0px/s)",/api/clips/evt_0036,/api/thumbs/evt_0036
evt_0037,sess_20260823_022927,S01,1,12.67,12.67,152,152,motion_spurt,20.0,725.5,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 41.0%, Velocity: 0.0px/s)",/api/clips/evt_0037,/api/thumbs/evt_0037
evt_0038,sess_20260823_022927,S01,1,12.75,12.75,153,153,motion_spurt,20.0,745.4,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 40.4%, Velocity: 0.0px/s)",/api/clips/evt_0038,/api/thumbs/evt_0038
evt_0039,sess_20260823_022927,S01,1,12.83,12.83,154,154,motion_spurt,20.0,765.2,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 39.6%, Velocity: 0.0px/s)",/api/clips/evt_0039,/api/thumbs/evt_0039
evt_0040,sess_20260823_022927,S01,1,12.92,12.92,155,155,motion_spurt,20.0,785.1,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 39.3%, Velocity: 0.0px/s)",/api/clips/evt_0040,/api/thumbs/evt_0040
evt_0041,sess_20260823_022927,S01,1,13.0,13.0,156,156,motion_spurt,20.0,805.0,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 38.7%, Velocity: 0.0px/s)",/api/clips/evt_0041,/api/thumbs/evt_0041
evt_0042,sess_20260823_022927,S01,1,13.08,13.08,157,157,motion_spurt,20.0,824.9,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 37.4%, Velocity: 0.0px/s)",/api/clips/evt_0042,/api/thumbs/evt_0042
evt_0043,sess_20260823_022927,S01,1,13.17,13.17,158,158,motion_spurt,20.0,844.8,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 36.5%, Velocity: 0.0px/s)",/api/clips/evt_0043,/api/thumbs/evt_0043
evt_0044,sess_20260823_022927,S01,1,13.25,13.25,159,159,motion_spurt,20.0,864.6,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 35.1%, Velocity: 0.0px/s)",/api/clips/evt_0044,/api/thumbs/evt_0044
evt_0045,sess_20260823_022927,S01,1,13.33,13.33,160,160,motion_spurt,20.0,884.5,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 33.4%, Velocity: 0.0px/s)",/api/clips/evt_0045,/api/thumbs/evt_0045
evt_0046,sess_20260823_022927,S01,1,13.42,13.42,161,161,motion_spurt,20.0,904.4,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 32.6%, Velocity: 0.0px/s)",/api/clips/evt_0046,/api/thumbs/evt_0046
evt_0047,sess_20260823_022927,S01,1,13.5,13.5,162,162,motion_spurt,20.0,924.2,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 31.4%, Velocity: 0.0px/s)",/api/clips/evt_0047,/api/thumbs/evt_0047
