event_id,session_id,seat_id,track_id,t_start,t_end,frame_start,frame_end,rule,points,score_after,confidence,severity,reason,clip_path,thumb_path
evt_0001,sess_20260820_115125,S02,1,5.8,5.8,145,145,object_phone,100.0,100.0,0.33,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.33)",,
evt_0002,sess_20260820_115125,S02,1,6.4,6.4,160,160,object_phone,100.0,199.1,0.32,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.32)",,
evt_0003,sess_20260820_115125,S02,1,6.6,6.6,165,165,object_phone,100.0,298.8,0.35,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.35)",,
evt_0004,sess_20260820_115125,S02,1,6.8,6.8,170,170,object_phone,100.0,398.5,0.34,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.34)",,
evt_0005,sess_20260820_115125,S02,1,7.0,7.0,175,175,object_phone,100.0,498.2,0.36,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.36)",,
evt_0006,sess_20260820_115125,S02,1,7.2,7.2,180,180,object_phone,100.0,597.9,0.39,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.39)",,
evt_0007,sess_20260820_115125,S02,1,7.4,7.4,185,185,object_phone,100.0,697.6,0.37,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.37)",,
evt_0008,sess_20260820_115125,S02,1,7.6,7.6,190,190,object_phone,100.0,797.3,0.34,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.34)",,
evt_0009,sess_20260820_115125,S02,1,7.8,7.8,195,195,object_phone,100.0,897.0,0.31,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.31)",,
evt_0010,sess_20260820_115125,S02,1,8.8,8.8,220,220,object_phone,100.0,995.5,0.32,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.32)",,
evt_0011,sess_20260820_115125,S02,1,9.0,9.0,225,225,object_phone,100.0,1095.2,0.39,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.39)",,
evt_0012,sess_20260820_115125,S02,1,9.2,9.2,230,230,object_phone,100.0,1194.9,0.37,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.37)",,
evt_0013,sess_20260820_115125,S02,1,11.2,11.2,280,280,object_phone,100.0,1291.9,0.3,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.30)",,
evt_0014,sess_20260820_115125,S02,1,11.4,11.4,285,285,object_phone,100.0,1391.6,0.37,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.37)",,
evt_0015,sess_20260820_115125,S02,1,11.6,11.6,290,290,object_phone,100.0,1491.3,0.38,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.38)",,
evt_0016,sess_20260820_115125,S02,1,11.8,11.8,295,295,object_phone,100.0,1591.0,0.4,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.40)",,
evt_0017,sess_20260820_115125,S02,1,12.0,12.0,300,300,object_phone,100.0,1690.7,0.34,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.34)",,
evt_0018,sess_20260820_115125,S02,1,12.2,12.2,305,305,object_phone,100.0,1790.4,0.37,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.37)",,
evt_0019,sess_20260820_115125,S02,1,12.4,12.4,310,310,object_phone,100.0,1890.1,0.38,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.38)",,
evt_0020,sess_20260820_115125,S02,1,12.6,12.6,315,315,object_phone,100.0,1989.8,0.41,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.41)",,
evt_0021,sess_20260820_115125,S02,1,12.8,12.8,320,320,object_phone,100.0,2089.5,0.4,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.40)",,
evt_0022,sess_20260820_115125,S02,1,13.0,13.0,325,325,object_phone,100.0,2189.2,0.34,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.34)",,
evt_0023,sess_20260820_115125,S02,1,13.2,13.2,330,330,object_phone,100.0,2288.9,0.32,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.32)",,
evt_0024,sess_20260820_115125,S02,1,13.4,13.4,335,335,object_phone,100.0,2388.6,0.36,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.36)",,
evt_0025,sess_20260820_115125,S02,1,13.6,13.6,340,340,object_phone,100.0,2488.3,0.35,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.35)",,
evt_0026,sess_20260820_115125,S02,1,13.8,13.8,345,345,object_phone,100.0,2588.0,0.39,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.39)",,
evt_0027,sess_20260820_115125,S02,1,14.0,14.0,350,350,object_phone,100.0,2687.7,0.4,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.40)",,
evt_0028,sess_20260820_115125,S02,1,14.2,14.2,355,355,object_phone,100.0,2787.4,0.34,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.34)",,
evt_0029,sess_20260820_115125,S02,1,14.4,14.4,360,360,object_phone,100.0,2887.1,0.36,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.36)",,
evt_0030,sess_20260820_115125,S02,1,16.0,16.0,400,400,object_phone,100.0,2984.7,0.35,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.35)",,
evt_0031,sess_20260820_115125,S02,1,16.2,16.2,405,405,object_phone,100.0,3084.4,0.36,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.36)",,
evt_0032,sess_20260820_115125,S02,1,16.4,16.4,410,410,object_phone,100.0,3184.1,0.42,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.42)",,
evt_0033,sess_20260820_115125,S02,1,16.6,16.6,415,415,object_phone,100.0,3283.8,0.41,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.41)",,
evt_0034,sess_20260820_115125,S02,1,16.8,16.8,420,420,object_phone,100.0,3383.5,0.38,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.38)",,
evt_0035,sess_20260820_115125,S02,1,17.0,17.0,425,425,object_phone,100.0,3483.2,0.41,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.41)",,
evt_0036,sess_20260820_115125,S02,1,17.2,17.2,430,430,object_phone,100.0,3582.9,0.36,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.36)",,
evt_0037,sess_20260820_115125,S02,1,17.4,17.4,435,435,object_phone,100.0,3682.6,0.34,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.34)",,
evt_0038,sess_20260820_115125,S02,1,17.6,17.6,440,440,object_phone,100.0,3782.3,0.33,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.33)",,
evt_0039,sess_20260820_115125,S02,1,17.8,17.8,445,445,object_phone,100.0,3882.0,0.34,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.34)",,
evt_0040,sess_20260820_115125,S01,2,18.2,18.2,455,455,object_phone,100.0,100.0,0.33,critical,"Prohibited electronic device (laptop/screen) detected at S01 (near left wrist, conf 0.33)",,
evt_0041,sess_20260820_115125,S02,1,18.2,18.2,455,455,object_phone,100.0,3981.4,0.32,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.32)",,
evt_0042,sess_20260820_115125,S01,2,18.4,18.4,460,460,object_phone,100.0,199.7,0.33,critical,"Prohibited electronic device (laptop/screen) detected at S01 (near left wrist, conf 0.33)",,
evt_0043,sess_20260820_115125,S02,1,18.4,18.4,460,460,object_phone,100.0,4081.1,0.33,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.33)",,
evt_0044,sess_20260820_115125,S01,2,18.6,18.6,465,465,object_phone,100.0,299.4,0.38,critical,"Prohibited electronic device (laptop/screen) detected at S01 (near left wrist, conf 0.38)",,
evt_0045,sess_20260820_115125,S02,1,18.6,18.6,465,465,object_phone,100.0,4180.8,0.37,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near left wrist, conf 0.37)",,
evt_0046,sess_20260820_115125,S01,2,18.8,18.8,470,470,object_phone,100.0,399.1,0.34,critical,"Prohibited electronic device (laptop/screen) detected at S01 (near left wrist, conf 0.34)",,
evt_0047,sess_20260820_115125,S02,1,18.8,18.8,470,470,object_phone,100.0,4280.5,0.36,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.36)",,
evt_0048,sess_20260820_115125,S01,2,19.0,19.0,475,475,object_phone,100.0,498.8,0.42,critical,"Prohibited electronic device (laptop/screen) detected at S01 (near left wrist, conf 0.42)",,
evt_0049,sess_20260820_115125,S02,1,19.0,19.0,475,475,object_phone,100.0,4380.2,0.39,critical,"Prohibited electronic device (laptop/screen) detected at S02 (near right wrist, conf 0.39)",,
