event_id,session_id,seat_id,track_id,t_start,t_end,frame_start,frame_end,rule,points,score_after,confidence,severity,reason,clip_path,thumb_path
evt_0001,sess_20260819_135031,S01,1,182.98,184.06,2198,2224,head_turn,10.0,10.0,0.76,warning,"Head turned left, 3.0 deviations from own baseline, held 1.1s",,
evt_0002,sess_20260819_135031,S01,1,190.26,191.34,2286,2312,head_turn,10.0,10.0,0.95,warning,"Head turned left, 5.6 deviations from own baseline, held 1.1s",,
evt_0003,sess_20260819_135031,S01,1,209.3,210.37,2516,2542,head_turn,10.0,10.0,0.72,warning,"Head turned left, 2.9 deviations from own baseline, held 1.1s",,
evt_0004,sess_20260819_135031,S01,1,182.98,210.37,1858,2542,repeated_action,25.0,35.0,0.9,warning,"3 separate events in 27s: head_turn, head_turn, head_turn",,
evt_0005,sess_20260819_135031,S01,1,312.66,313.74,3765,3791,head_turn,10.0,10.0,0.95,warning,"Head turned left, 4.0 deviations from own baseline, held 1.1s",,
