event_id,session_id,seat_id,track_id,t_start,t_end,frame_start,frame_end,rule,points,score_after,confidence,severity,reason,clip_path,thumb_path
evt_0001,sess_20260822_225808,S01,1,11.92,11.92,144,144,motion_spurt,20.0,20.0,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 30.8%, Velocity: 0.0px/s)",,
evt_0002,sess_20260822_225808,S01,1,12.0,12.0,145,145,motion_spurt,20.0,39.9,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 34.3%, Velocity: 0.0px/s)",,
evt_0003,sess_20260822_225808,S01,1,12.08,12.08,146,146,motion_spurt,20.0,59.8,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 36.7%, Velocity: 0.0px/s)",,
evt_0004,sess_20260822_225808,S01,1,12.17,12.17,147,147,motion_spurt,20.0,79.6,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 37.0%, Velocity: 0.0px/s)",,
evt_0005,sess_20260822_225808,S01,1,12.25,12.25,148,148,motion_spurt,20.0,99.5,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 38.1%, Velocity: 0.0px/s)",,
evt_0006,sess_20260822_225808,S01,1,12.33,12.33,149,149,motion_spurt,20.0,119.4,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 38.6%, Velocity: 0.0px/s)",/api/clips/evt_0006,/api/thumbs/evt_0006
evt_0007,sess_20260822_225808,S01,1,12.41,12.41,150,150,motion_spurt,20.0,139.3,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 37.6%, Velocity: 0.0px/s)",/api/clips/evt_0007,/api/thumbs/evt_0007
evt_0008,sess_20260822_225808,S01,1,12.5,12.5,151,151,motion_spurt,20.0,159.1,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 37.3%, Velocity: 0.0px/s)",/api/clips/evt_0008,/api/thumbs/evt_0008
evt_0009,sess_20260822_225808,S01,1,12.58,12.58,152,152,motion_spurt,20.0,179.0,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 36.9%, Velocity: 0.0px/s)",/api/clips/evt_0009,/api/thumbs/evt_0009
evt_0010,sess_20260822_225808,S01,1,12.66,12.66,153,153,motion_spurt,20.0,198.9,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 36.5%, Velocity: 0.0px/s)",/api/clips/evt_0010,/api/thumbs/evt_0010
evt_0011,sess_20260822_225808,S01,1,12.74,12.74,154,154,motion_spurt,20.0,218.8,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 35.4%, Velocity: 0.0px/s)",/api/clips/evt_0011,/api/thumbs/evt_0011
evt_0012,sess_20260822_225808,S01,1,12.83,12.83,155,155,motion_spurt,20.0,238.6,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 34.5%, Velocity: 0.0px/s)",/api/clips/evt_0012,/api/thumbs/evt_0012
evt_0013,sess_20260822_225808,S01,1,12.91,12.91,156,156,motion_spurt,20.0,258.5,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 34.0%, Velocity: 0.0px/s)",/api/clips/evt_0013,/api/thumbs/evt_0013
evt_0014,sess_20260822_225808,S01,1,12.99,12.99,157,157,motion_spurt,20.0,278.4,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 32.8%, Velocity: 0.0px/s)",/api/clips/evt_0014,/api/thumbs/evt_0014
evt_0015,sess_20260822_225808,S01,1,13.08,13.08,158,158,motion_spurt,20.0,298.3,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 32.0%, Velocity: 0.0px/s)",/api/clips/evt_0015,/api/thumbs/evt_0015
evt_0016,sess_20260822_225808,S01,1,13.16,13.16,159,159,motion_spurt,20.0,318.1,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 31.4%, Velocity: 0.0px/s)",/api/clips/evt_0016,/api/thumbs/evt_0016
evt_0017,sess_20260822_225808,S01,1,13.24,13.24,160,160,motion_spurt,20.0,338.0,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 30.4%, Velocity: 0.0px/s)",/api/clips/evt_0017,/api/thumbs/evt_0017
evt_0018,sess_20260822_225808,S01,1,13.41,13.41,162,162,motion_spurt,20.0,357.8,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 30.2%, Velocity: 0.0px/s)",/api/clips/evt_0018,/api/thumbs/evt_0018
evt_0019,sess_20260822_225808,S01,1,13.99,13.99,169,169,motion_spurt,20.0,376.9,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 30.8%, Velocity: 0.0px/s)",/api/clips/evt_0019,/api/thumbs/evt_0019
evt_0020,sess_20260822_225808,S01,1,14.07,14.07,170,170,motion_spurt,20.0,396.8,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 31.2%, Velocity: 0.0px/s)",/api/clips/evt_0020,/api/thumbs/evt_0020
